fir_number,district,ward,crime_type,severity,latitude,longitude,timestamp,description,accused_names
DEMO-20260724-00016,Udupi,Udupi Demo Zone 1,Dispute,2,13.369593,74.76772,2026-07-13T02:06:43,Synthetic demo record: dispute reported in Udupi.,Demo Associate 044|Demo Associate 049|Demo Associate 046
DEMO-20260724-00017,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Dispute,4,12.93326,74.859229,2026-05-06T21:34:43,Synthetic demo record: dispute reported in Dakshina Kannada.,Demo Associate 205|Demo Associate 213|Demo Associate 202
DEMO-20260724-00018,Dakshina Kannada,Dakshina Kannada Demo Zone 3,Burglary,6,12.915361,74.839165,2026-05-29T11:50:43,Synthetic demo record: burglary reported in Dakshina Kannada.,Demo Associate 211
DEMO-20260724-00019,Kodagu,Kodagu Demo Zone 2,Assault,7,12.386845,75.713054,2026-07-17T08:18:43,Synthetic demo record: assault reported in Kodagu.,Demo Associate 115|Demo Associate 118|Demo Associate 114
DEMO-20260724-00020,Belagavi,Belagavi Demo Zone 2,Theft,5,15.872018,74.517918,2026-04-26T01:11:43,Synthetic demo record: theft reported in Belagavi.,Demo Associate 050
DEMO-20260724-00021,Haveri,Haveri Demo Zone 2,Robbery,7,14.791273,75.360092,2026-05-06T11:14:43,Synthetic demo record: robbery reported in Haveri.,Demo Associate 063|Demo Associate 069
DEMO-20260724-00022,Kalaburagi,Kalaburagi Demo Zone 2,Theft,4,17.304084,76.860101,2026-06-24T17:16:43,Synthetic demo record: theft reported in Kalaburagi.,Demo Associate 085
DEMO-20260724-00023,Chitradurga,Chitradurga Demo Zone 4,Chain Snatching,8,14.187894,76.436629,2026-07-23T19:35:43,Synthetic demo record: chain snatching reported in Chitradurga.,Demo Associate 181|Demo Associate 187
DEMO-20260724-00024,Yadgir,Yadgir Demo Zone 4,Theft,3,16.734175,77.176321,2026-04-28T06:30:43,Synthetic demo record: theft reported in Yadgir.,Demo Associate 130|Demo Associate 136
DEMO-20260724-00025,Chikkaballapur,Chikkaballapur Demo Zone 1,Theft,5,13.428652,77.713779,2026-06-22T21:07:43,Synthetic demo record: theft reported in Chikkaballapur.,Demo Associate 141
DEMO-20260724-00026,Vijayapura,Vijayapura Demo Zone 1,Burglary,6,16.814243,75.748815,2026-04-27T12:44:43,Synthetic demo record: burglary reported in Vijayapura.,Demo Associate 089|Demo Associate 095
DEMO-20260724-00027,Haveri,Haveri Demo Zone 3,Theft,3,14.800314,75.417489,2026-06-13T22:42:43,Synthetic demo record: theft reported in Haveri.,Demo Associate 068|Demo Associate 064
DEMO-20260724-00028,Chamarajanagar,Chamarajanagar Demo Zone 3,Theft,4,11.899504,76.957371,2026-06-29T01:03:43,Synthetic demo record: theft reported in Chamarajanagar.,Demo Associate 135
DEMO-20260724-00029,Koppal,Koppal Demo Zone 3,Vandalism,3,15.348096,76.117493,2026-04-26T16:37:43,Synthetic demo record: vandalism reported in Koppal.,Demo Associate 143|Demo Associate 150
DEMO-20260724-00030,Haveri,Haveri Demo Zone 1,Theft,3,14.790185,75.396337,2026-05-08T14:11:43,Synthetic demo record: theft reported in Haveri.,Demo Associate 069
DEMO-20260724-00031,Tumakuru,Tumakuru Demo Zone 4,Vandalism,3,13.349887,77.076087,2026-07-22T22:35:43,Synthetic demo record: vandalism reported in Tumakuru.,Demo Associate 025|Demo Associate 022
DEMO-20260724-00032,Davanagere,Davanagere Demo Zone 2,Dispute,2,14.424113,75.926866,2026-05-03T18:01:43,Synthetic demo record: dispute reported in Davanagere.,Demo Associate 231|Demo Associate 233|Demo Associate 225
DEMO-20260724-00033,Dharwad,Dharwad Demo Zone 2,Dispute,2,15.444833,75.043691,2026-07-02T17:14:43,Synthetic demo record: dispute reported in Dharwad.,Demo Associate 004|Demo Associate 014|Demo Associate 011
DEMO-20260724-00034,Vijayanagara,Vijayanagara Demo Zone 1,Theft,4,15.330842,76.474242,2026-06-30T04:14:43,Synthetic demo record: theft reported in Vijayanagara.,Demo Associate 117|Demo Associate 111
DEMO-20260724-00035,Vijayapura,Vijayapura Demo Zone 1,Theft,4,16.853644,75.685731,2026-05-25T15:25:43,Synthetic demo record: theft reported in Vijayapura.,Demo Associate 100|Demo Associate 089
DEMO-20260724-00036,Chikkamagaluru,Chikkamagaluru Demo Zone 2,Dispute,2,13.304395,75.728549,2026-04-26T02:26:43,Synthetic demo record: dispute reported in Chikkamagaluru.,Demo Associate 167
DEMO-20260724-00037,Belagavi,Belagavi Demo Zone 3,Assault,7,15.835718,74.46528,2026-05-01T10:05:43,Synthetic demo record: assault reported in Belagavi.,Demo Associate 047|Demo Associate 055
DEMO-20260724-00038,Bengaluru Urban,Bengaluru Urban Demo Zone 2,Dispute,2,12.944124,77.632594,2026-05-16T00:54:43,Synthetic demo record: dispute reported in Bengaluru Urban.,Demo Associate 092|Demo Associate 085
DEMO-20260724-00039,Kolar,Kolar Demo Zone 3,Fraud,6,13.096138,78.108851,2026-05-30T13:26:43,Synthetic demo record: fraud reported in Kolar.,Demo Associate 128|Demo Associate 139
DEMO-20260724-00040,Gadag,Gadag Demo Zone 4,Burglary,7,15.433729,75.621854,2026-05-23T15:20:43,Synthetic demo record: burglary reported in Gadag.,Demo Associate 030|Demo Associate 025
DEMO-20260724-00041,Chikkaballapur,Chikkaballapur Demo Zone 4,Robbery,7,13.440316,77.77087,2026-07-10T00:27:43,Synthetic demo record: robbery reported in Chikkaballapur.,Demo Associate 156|Demo Associate 155
DEMO-20260724-00042,Chikkamagaluru,Chikkamagaluru Demo Zone 2,Assault,6,13.306058,75.771668,2026-06-08T07:00:43,Synthetic demo record: assault reported in Chikkamagaluru.,Demo Associate 175|Demo Associate 170
DEMO-20260724-00043,Ramanagara,Ramanagara Demo Zone 1,Dispute,4,12.70655,77.27441,2026-07-04T15:40:43,Synthetic demo record: dispute reported in Ramanagara.,Demo Associate 238|Demo Associate 236
DEMO-20260724-00044,Kolar,Kolar Demo Zone 4,Theft,4,13.116269,78.154646,2026-04-27T15:03:43,Synthetic demo record: theft reported in Kolar.,Demo Associate 133|Demo Associate 136|Demo Associate 128
DEMO-20260724-00045,Davanagere,Davanagere Demo Zone 1,Theft,5,14.490123,75.929228,2026-05-12T20:56:43,Synthetic demo record: theft reported in Davanagere.,Demo Associate 238|Demo Associate 226
DEMO-20260724-00046,Koppal,Koppal Demo Zone 3,Assault,8,15.341698,76.167307,2026-05-20T21:35:43,Synthetic demo record: assault reported in Koppal.,Demo Associate 153|Demo Associate 150|Demo Associate 156
DEMO-20260724-00047,Davanagere,Davanagere Demo Zone 2,Robbery,7,14.421796,75.911335,2026-07-21T07:30:43,Synthetic demo record: robbery reported in Davanagere.,Demo Associate 225|Demo Associate 237|Demo Associate 233
DEMO-20260724-00048,Tumakuru,Tumakuru Demo Zone 1,Fraud,5,13.31907,77.105632,2026-05-18T07:25:43,Synthetic demo record: fraud reported in Tumakuru.,Demo Associate 037|Demo Associate 027
DEMO-20260724-00049,Hassan,Hassan Demo Zone 1,Assault,6,12.965036,76.061541,2026-04-27T00:36:43,Synthetic demo record: assault reported in Hassan.,Demo Associate 051|Demo Associate 042|Demo Associate 052
DEMO-20260724-00050,Vijayapura,Vijayapura Demo Zone 1,Theft,5,16.860198,75.753301,2026-06-22T18:02:43,Synthetic demo record: theft reported in Vijayapura.,Demo Associate 086|Demo Associate 081|Demo Associate 089
DEMO-20260724-00051,Gadag,Gadag Demo Zone 1,Theft,4,15.462567,75.676557,2026-05-23T09:34:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 024|Demo Associate 029|Demo Associate 028
DEMO-20260724-00052,Bagalkote,Bagalkote Demo Zone 4,Vandalism,3,16.135134,75.621931,2026-05-16T12:07:43,Synthetic demo record: vandalism reported in Bagalkote.,Demo Associate 011
DEMO-20260724-00053,Chikkaballapur,Chikkaballapur Demo Zone 4,Vandalism,3,13.425052,77.723959,2026-06-30T04:25:43,Synthetic demo record: vandalism reported in Chikkaballapur.,Demo Associate 151|Demo Associate 154
DEMO-20260724-00054,Chamarajanagar,Chamarajanagar Demo Zone 3,Robbery,7,11.913438,76.957321,2026-04-25T02:25:43,Synthetic demo record: robbery reported in Chamarajanagar.,Demo Associate 123|Demo Associate 136
DEMO-20260724-00055,Bidar,Bidar Demo Zone 1,Dispute,3,17.874444,77.521682,2026-06-12T13:43:43,Synthetic demo record: dispute reported in Bidar.,Demo Associate 111|Demo Associate 102
DEMO-20260724-00056,Kodagu,Kodagu Demo Zone 1,Theft,5,12.416637,75.751447,2026-06-18T04:08:43,Synthetic demo record: theft reported in Kodagu.,Demo Associate 108
DEMO-20260724-00057,Koppal,Koppal Demo Zone 1,Theft,4,15.313673,76.124001,2026-05-22T00:36:43,Synthetic demo record: theft reported in Koppal.,Demo Associate 157|Demo Associate 159
DEMO-20260724-00058,Ramanagara,Ramanagara Demo Zone 1,Burglary,5,12.725292,77.265535,2026-06-15T14:54:43,Synthetic demo record: burglary reported in Ramanagara.,Demo Associate 223
DEMO-20260724-00059,Koppal,Koppal Demo Zone 2,Burglary,5,15.384051,76.170676,2026-07-22T07:26:43,Synthetic demo record: burglary reported in Koppal.,Demo Associate 142|Demo Associate 150|Demo Associate 141
DEMO-20260724-00060,Davanagere,Davanagere Demo Zone 3,Theft,3,14.476686,75.907451,2026-07-18T22:14:43,Synthetic demo record: theft reported in Davanagere.,Demo Associate 240|Demo Associate 238|Demo Associate 228
DEMO-20260724-00061,Vijayapura,Vijayapura Demo Zone 2,Vandalism,2,16.807589,75.729739,2026-07-02T10:52:43,Synthetic demo record: vandalism reported in Vijayapura.,Demo Associate 085|Demo Associate 095|Demo Associate 089
DEMO-20260724-00062,Vijayapura,Vijayapura Demo Zone 4,Assault,8,16.821078,75.722958,2026-05-07T12:07:43,Synthetic demo record: assault reported in Vijayapura.,Demo Associate 098
DEMO-20260724-00063,Kalaburagi,Kalaburagi Demo Zone 2,Theft,4,17.318767,76.870863,2026-06-03T01:16:43,Synthetic demo record: theft reported in Kalaburagi.,Demo Associate 093
DEMO-20260724-00064,Mandya,Mandya Demo Zone 2,Theft,3,12.512342,76.890289,2026-05-14T18:06:43,Synthetic demo record: theft reported in Mandya.,Demo Associate 164
DEMO-20260724-00065,Bengaluru Urban,Bengaluru Urban Demo Zone 3,Dispute,4,12.950271,77.609481,2026-06-05T00:20:43,Synthetic demo record: dispute reported in Bengaluru Urban.,Demo Associate 089
DEMO-20260724-00066,Dakshina Kannada,Dakshina Kannada Demo Zone 1,Chain Snatching,7,12.906764,74.848294,2026-06-09T09:39:43,Synthetic demo record: chain snatching reported in Dakshina Kannada.,Demo Associate 206|Demo Associate 201
DEMO-20260724-00067,Belagavi,Belagavi Demo Zone 4,Vandalism,3,15.885753,74.468847,2026-04-25T03:22:43,Synthetic demo record: vandalism reported in Belagavi.,Demo Associate 054|Demo Associate 050
DEMO-20260724-00068,Bengaluru Urban,Bengaluru Urban Demo Zone 1,Vandalism,3,12.99821,77.605953,2026-06-23T19:53:43,Synthetic demo record: vandalism reported in Bengaluru Urban.,Demo Associate 087
DEMO-20260724-00069,Gadag,Gadag Demo Zone 2,Theft,5,15.462633,75.669796,2026-05-13T18:54:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 034|Demo Associate 025
DEMO-20260724-00070,Raichur,Raichur Demo Zone 4,Vandalism,2,16.243563,77.383008,2026-05-24T05:32:43,Synthetic demo record: vandalism reported in Raichur.,Demo Associate 215|Demo Associate 210|Demo Associate 204
DEMO-20260724-00071,Dharwad,Dharwad Demo Zone 4,Chain Snatching,7,15.432342,75.046076,2026-06-26T07:10:43,Synthetic demo record: chain snatching reported in Dharwad.,Demo Associate 019
DEMO-20260724-00072,Yadgir,Yadgir Demo Zone 3,Dispute,3,16.803947,77.138509,2026-05-16T11:43:43,Synthetic demo record: dispute reported in Yadgir.,Demo Associate 127|Demo Associate 135
DEMO-20260724-00073,Kolar,Kolar Demo Zone 4,Theft,5,13.170325,78.096278,2026-07-02T04:14:43,Synthetic demo record: theft reported in Kolar.,Demo Associate 140
DEMO-20260724-00074,Bagalkote,Bagalkote Demo Zone 4,Chain Snatching,7,16.130926,75.646937,2026-07-11T07:30:43,Synthetic demo record: chain snatching reported in Bagalkote.,Demo Associate 005
DEMO-20260724-00075,Udupi,Udupi Demo Zone 2,Dispute,4,13.310034,74.733196,2026-07-20T15:46:43,Synthetic demo record: dispute reported in Udupi.,Demo Associate 045
DEMO-20260724-00076,Chikkamagaluru,Chikkamagaluru Demo Zone 4,Burglary,6,13.335644,75.736772,2026-05-24T12:03:43,Synthetic demo record: burglary reported in Chikkamagaluru.,Demo Associate 171|Demo Associate 172
DEMO-20260724-00077,Kalaburagi,Kalaburagi Demo Zone 1,Dispute,2,17.316592,76.846602,2026-07-16T22:14:43,Synthetic demo record: dispute reported in Kalaburagi.,Demo Associate 095
DEMO-20260724-00078,Mysuru,Mysuru Demo Zone 2,Burglary,5,12.308635,76.65833,2026-05-29T06:11:43,Synthetic demo record: burglary reported in Mysuru.,Demo Associate 187
DEMO-20260724-00079,Dakshina Kannada,Dakshina Kannada Demo Zone 3,Dispute,2,12.916646,74.831399,2026-06-28T10:01:43,Synthetic demo record: dispute reported in Dakshina Kannada.,Demo Associate 201
DEMO-20260724-00080,Yadgir,Yadgir Demo Zone 2,Robbery,7,16.750579,77.165658,2026-06-16T13:39:43,Synthetic demo record: robbery reported in Yadgir.,Demo Associate 131|Demo Associate 139
DEMO-20260724-00081,Koppal,Koppal Demo Zone 2,Robbery,7,15.346218,76.113734,2026-07-19T04:18:43,Synthetic demo record: robbery reported in Koppal.,Demo Associate 142
DEMO-20260724-00082,Raichur,Raichur Demo Zone 3,Assault,7,16.21687,77.334882,2026-05-27T22:22:43,Synthetic demo record: assault reported in Raichur.,Demo Associate 219
DEMO-20260724-00083,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Theft,5,13.324108,77.574683,2026-07-14T12:32:43,Synthetic demo record: theft reported in Bengaluru Rural.,Demo Associate 079|Demo Associate 073
DEMO-20260724-00084,Ramanagara,Ramanagara Demo Zone 3,Theft,4,12.706722,77.260741,2026-05-09T20:51:43,Synthetic demo record: theft reported in Ramanagara.,Demo Associate 232|Demo Associate 237
DEMO-20260724-00085,Dakshina Kannada,Dakshina Kannada Demo Zone 1,Burglary,5,12.879255,74.893272,2026-06-11T06:06:43,Synthetic demo record: burglary reported in Dakshina Kannada.,Demo Associate 210
DEMO-20260724-00086,Dharwad,Dharwad Demo Zone 4,Robbery,9,15.453483,75.013212,2026-06-17T11:40:43,Synthetic demo record: robbery reported in Dharwad.,Demo Associate 005|Demo Associate 016|Demo Associate 013
DEMO-20260724-00087,Yadgir,Yadgir Demo Zone 4,Theft,3,16.785398,77.105269,2026-05-18T21:01:43,Synthetic demo record: theft reported in Yadgir.,Demo Associate 126
DEMO-20260724-00088,Dakshina Kannada,Dakshina Kannada Demo Zone 4,Dispute,2,12.912126,74.841895,2026-06-30T04:16:43,Synthetic demo record: dispute reported in Dakshina Kannada.,Demo Associate 212
DEMO-20260724-00089,Mandya,Mandya Demo Zone 3,Burglary,7,12.556529,76.900934,2026-06-07T02:54:43,Synthetic demo record: burglary reported in Mandya.,Demo Associate 161
DEMO-20260724-00090,Yadgir,Yadgir Demo Zone 3,Burglary,5,16.730458,77.162181,2026-06-22T17:48:43,Synthetic demo record: burglary reported in Yadgir.,Demo Associate 135|Demo Associate 129|Demo Associate 139
DEMO-20260724-00091,Ballari,Ballari Demo Zone 2,Burglary,5,15.117362,76.885836,2026-06-23T21:05:43,Synthetic demo record: burglary reported in Ballari.,Demo Associate 024|Demo Associate 029
DEMO-20260724-00092,Mandya,Mandya Demo Zone 3,Vandalism,1,12.558427,76.935626,2026-05-15T13:57:43,Synthetic demo record: vandalism reported in Mandya.,Demo Associate 172
DEMO-20260724-00093,Bengaluru Rural,Bengaluru Rural Demo Zone 2,Robbery,7,13.308276,77.651266,2026-07-18T21:37:43,Synthetic demo record: robbery reported in Bengaluru Rural.,Demo Associate 062|Demo Associate 065|Demo Associate 063
DEMO-20260724-00094,Shivamogga,Shivamogga Demo Zone 3,Vandalism,3,13.960167,75.5465,2026-06-05T02:21:43,Synthetic demo record: vandalism reported in Shivamogga.,Demo Associate 007|Demo Associate 009
DEMO-20260724-00095,Chamarajanagar,Chamarajanagar Demo Zone 3,Burglary,6,11.947491,76.902879,2026-06-22T21:36:43,Synthetic demo record: burglary reported in Chamarajanagar.,Demo Associate 135|Demo Associate 136
DEMO-20260724-00096,Belagavi,Belagavi Demo Zone 3,Theft,4,15.848967,74.534784,2026-07-11T18:31:43,Synthetic demo record: theft reported in Belagavi.,Demo Associate 059
DEMO-20260724-00097,Koppal,Koppal Demo Zone 4,Robbery,9,15.335548,76.169915,2026-07-02T20:46:43,Synthetic demo record: robbery reported in Koppal.,Demo Associate 145|Demo Associate 154
DEMO-20260724-00098,Kolar,Kolar Demo Zone 3,Dispute,3,13.122546,78.112658,2026-04-28T20:11:43,Synthetic demo record: dispute reported in Kolar.,Demo Associate 132|Demo Associate 135
DEMO-20260724-00099,Kolar,Kolar Demo Zone 2,Burglary,6,13.15796,78.113086,2026-05-28T13:07:43,Synthetic demo record: burglary reported in Kolar.,Demo Associate 137
DEMO-20260724-00100,Ramanagara,Ramanagara Demo Zone 2,Theft,3,12.683991,77.256553,2026-04-25T16:49:43,Synthetic demo record: theft reported in Ramanagara.,Demo Associate 223
DEMO-20260724-00101,Bidar,Bidar Demo Zone 1,Theft,5,17.882776,77.530779,2026-06-26T19:04:43,Synthetic demo record: theft reported in Bidar.,Demo Associate 119|Demo Associate 110
DEMO-20260724-00102,Davanagere,Davanagere Demo Zone 3,Dispute,3,14.453225,75.948497,2026-06-09T13:58:43,Synthetic demo record: dispute reported in Davanagere.,Demo Associate 221|Demo Associate 238
DEMO-20260724-00103,Yadgir,Yadgir Demo Zone 4,Robbery,7,16.760322,77.166525,2026-06-15T14:12:43,Synthetic demo record: robbery reported in Yadgir.,Demo Associate 135
DEMO-20260724-00104,Shivamogga,Shivamogga Demo Zone 1,Theft,4,13.965177,75.566126,2026-06-25T19:31:43,Synthetic demo record: theft reported in Shivamogga.,Demo Associate 016
DEMO-20260724-00105,Uttara Kannada,Uttara Kannada Demo Zone 2,Robbery,8,14.816707,74.14139,2026-07-11T03:44:43,Synthetic demo record: robbery reported in Uttara Kannada.,Demo Associate 077|Demo Associate 070
DEMO-20260724-00106,Tumakuru,Tumakuru Demo Zone 2,Theft,5,13.383058,77.057801,2026-06-23T20:42:43,Synthetic demo record: theft reported in Tumakuru.,Demo Associate 023
DEMO-20260724-00107,Haveri,Haveri Demo Zone 2,Theft,3,14.79247,75.411831,2026-05-08T06:17:43,Synthetic demo record: theft reported in Haveri.,Demo Associate 080|Demo Associate 073
DEMO-20260724-00108,Koppal,Koppal Demo Zone 4,Assault,6,15.316431,76.172724,2026-06-23T20:45:43,Synthetic demo record: assault reported in Koppal.,Demo Associate 146
DEMO-20260724-00109,Bengaluru Rural,Bengaluru Rural Demo Zone 4,Robbery,9,13.247516,77.622233,2026-04-30T22:05:43,Synthetic demo record: robbery reported in Bengaluru Rural.,Demo Associate 068|Demo Associate 065
DEMO-20260724-00110,Kodagu,Kodagu Demo Zone 2,Theft,4,12.423508,75.73365,2026-06-15T08:05:43,Synthetic demo record: theft reported in Kodagu.,Demo Associate 102|Demo Associate 109
DEMO-20260724-00111,Yadgir,Yadgir Demo Zone 2,Dispute,3,16.742445,77.162821,2026-06-04T02:36:43,Synthetic demo record: dispute reported in Yadgir.,Demo Associate 139|Demo Associate 140|Demo Associate 125
DEMO-20260724-00112,Chikkamagaluru,Chikkamagaluru Demo Zone 4,Chain Snatching,8,13.310533,75.777237,2026-05-30T10:45:43,Synthetic demo record: chain snatching reported in Chikkamagaluru.,Demo Associate 166
DEMO-20260724-00113,Ballari,Ballari Demo Zone 4,Dispute,2,15.117761,76.91805,2026-06-10T00:57:43,Synthetic demo record: dispute reported in Ballari.,Demo Associate 023|Demo Associate 034
DEMO-20260724-00114,Vijayapura,Vijayapura Demo Zone 1,Theft,4,16.832266,75.679019,2026-06-27T00:49:43,Synthetic demo record: theft reported in Vijayapura.,Demo Associate 095|Demo Associate 089
DEMO-20260724-00115,Dakshina Kannada,Dakshina Kannada Demo Zone 3,Fraud,5,12.897926,74.8124,2026-07-23T20:22:43,Synthetic demo record: fraud reported in Dakshina Kannada.,Demo Associate 203|Demo Associate 210
DEMO-20260724-00116,Ballari,Ballari Demo Zone 2,Dispute,2,15.154924,76.893625,2026-07-18T13:27:43,Synthetic demo record: dispute reported in Ballari.,Demo Associate 034|Demo Associate 032
DEMO-20260724-00117,Bengaluru Rural,Bengaluru Rural Demo Zone 3,Robbery,9,13.251266,77.637035,2026-05-01T23:52:43,Synthetic demo record: robbery reported in Bengaluru Rural.,Demo Associate 079|Demo Associate 063
DEMO-20260724-00118,Belagavi,Belagavi Demo Zone 2,Robbery,8,15.861733,74.523909,2026-07-11T02:35:43,Synthetic demo record: robbery reported in Belagavi.,Demo Associate 051|Demo Associate 054
DEMO-20260724-00119,Bengaluru Urban,Bengaluru Urban Demo Zone 1,Assault,6,13.015331,77.615556,2026-06-15T09:34:43,Synthetic demo record: assault reported in Bengaluru Urban.,Demo Associate 094|Demo Associate 090
DEMO-20260724-00120,Uttara Kannada,Uttara Kannada Demo Zone 1,Dispute,4,14.77603,74.108883,2026-06-10T11:59:43,Synthetic demo record: dispute reported in Uttara Kannada.,Demo Associate 074|Demo Associate 079
DEMO-20260724-00121,Ballari,Ballari Demo Zone 2,Dispute,4,15.176403,76.89161,2026-06-28T21:05:43,Synthetic demo record: dispute reported in Ballari.,Demo Associate 028|Demo Associate 038
DEMO-20260724-00122,Bidar,Bidar Demo Zone 2,Assault,7,17.955308,77.527872,2026-06-18T23:24:43,Synthetic demo record: assault reported in Bidar.,Demo Associate 113|Demo Associate 101
DEMO-20260724-00123,Shivamogga,Shivamogga Demo Zone 2,Theft,5,13.894646,75.564672,2026-07-21T08:18:43,Synthetic demo record: theft reported in Shivamogga.,Demo Associate 002|Demo Associate 007
DEMO-20260724-00124,Ballari,Ballari Demo Zone 2,Dispute,2,15.116612,76.939486,2026-05-02T19:43:43,Synthetic demo record: dispute reported in Ballari.,Demo Associate 027|Demo Associate 033
DEMO-20260724-00125,Chikkaballapur,Chikkaballapur Demo Zone 3,Vandalism,2,13.471298,77.703674,2026-05-11T09:43:43,Synthetic demo record: vandalism reported in Chikkaballapur.,Demo Associate 141|Demo Associate 155
DEMO-20260724-00126,Gadag,Gadag Demo Zone 3,Theft,4,15.45519,75.610179,2026-05-13T08:32:43,Synthetic demo record: theft reported in Gadag.,Demo Associate 029
DEMO-20260724-00127,Belagavi,Belagavi Demo Zone 3,Dispute,3,15.830744,74.530727,2026-05-15T02:47:43,Synthetic demo record: dispute reported in Belagavi.,Demo Associate 060
DEMO-20260724-00128,Raichur,Raichur Demo Zone 2,Dispute,2,16.190596,77.315522,2026-04-27T17:20:43,Synthetic demo record: dispute reported in Raichur.,Demo Associate 203
DEMO-20260724-00129,Belagavi,Belagavi Demo Zone 4,Vandalism,3,15.860829,74.511382,2026-07-01T12:20:43,Synthetic demo record: vandalism reported in Belagavi.,Demo Associate 058|Demo Associate 045
DEMO-20260724-00130,Belagavi,Belagavi Demo Zone 4,Theft,5,15.887878,74.49604,2026-06-04T23:59:43,Synthetic demo record: theft reported in Belagavi.,Demo Associate 041|Demo Associate 044
DEMO-20260724-00131,Ramanagara,Ramanagara Demo Zone 1,Theft,4,12.680825,77.240498,2026-07-22T11:08:43,Synthetic demo record: theft reported in Ramanagara.,Demo Associate 237
DEMO-20260724-00132,Ballari,Ballari Demo Zone 3,Dispute,4,15.164994,76.920924,2026-05-11T09:49:43,Synthetic demo record: dispute reported in Ballari.,Demo Associate 032|Demo Associate 040
DEMO-20260724-00133,Yadgir,Yadgir Demo Zone 3,Vandalism,1,16.780786,77.113533,2026-06-23T01:05:43,Synthetic demo record: vandalism reported in Yadgir.,Demo Associate 122|Demo Associate 123
DEMO-20260724-00134,Bagalkote,Bagalkote Demo Zone 3,Vandalism,3,16.191235,75.62081,2026-05-01T18:45:43,Synthetic demo record: vandalism reported in Bagalkote.,Demo Associate 013|Demo Associate 002|Demo Associate 018
DEMO-20260724-00135,Yadgir,Yadgir Demo Zone 3,Theft,5,16.805459,77.126682,2026-06-23T12:59:43,Synthetic demo record: theft reported in Yadgir.,Demo Associate 134
DEMO-20260724-00136,Raichur,Raichur Demo Zone 1,Vandalism,1,16.233952,77.386227,2026-07-08T11:26:43,Synthetic demo record: vandalism reported in Raichur.,Demo Associate 211|Demo Associate 209|Demo Associate 214
